custname,region,partnum,revenue,cost,margin
CHIZ BROS INC,02-Central,770710000,4952.00,134.52,4817.48
CHIZ BROS INC,02-Central,764952010,4928.00,2365.61,2562.39
CHIZ BROS INC,02-Central,777903100,4901.86,1946.28,2955.58
CHIZ BROS INC,02-Central,734851000,4602.24,1186.82,3415.42
CHIZ BROS INC,02-Central,779958676,4551.12,2412.03,2139.09
CHIZ BROS INC,02-Central,770520000,4537.50,444.35,4093.15
CHIZ BROS INC,02-Central,779958247,4513.60,2780.60,1733.00
CHIZ BROS INC,02-Central,764341000,4492.00,1605.45,2886.55
CHIZ BROS INC,02-Central,770220000,4470.00,503.15,3966.85
CHIZ BROS INC,02-Central,782020000,4390.04,1996.84,2393.20
CHIZ BROS INC,02-Central,733423800,4288.00,767.33,3520.67
CHIZ BROS INC,02-Central,768131000,4272.85,1344.47,2928.38
CHIZ BROS INC,02-Central,777730600,4194.00,1276.20,2917.80
CHIZ BROS INC,02-Central,779957955,3987.72,2538.39,1449.33
CHIZ BROS INC,02-Central,764824000,3900.00,1896.72,2003.28
CHIZ BROS INC,02-Central,733403300,3863.20,490.18,3373.02
CHIZ BROS INC,02-Central,770202000,3645.00,911.40,2733.60
CHIZ BROS INC,02-Central,784400000,3643.20,2180.00,1463.20
CHIZ BROS INC,02-Central,740063000,3617.03,1071.46,2545.57
CHIZ BROS INC,02-Central,793550000,3570.00,841.18,2728.82
CHIZ BROS INC,02-Central,764902000,3380.00,638.54,2741.46
CHIZ BROS INC,02-Central,766261000,3310.00,1563.83,1746.17
CHIZ BROS INC,02-Central,779958862,3308.40,1876.30,1432.10
CHIZ BROS INC,02-Central,765661000,3200.00,1287.10,1912.90
CHIZ BROS INC,02-Central,779987564,3174.08,1033.36,2140.72
CHIZ BROS INC,02-Central,740142500,3147.84,2360.45,787.39
CHIZ BROS INC,02-Central,741061000,3142.82,143.71,2999.11
CHIZ BROS INC,02-Central,770522000,3094.00,710.36,2383.64
CHIZ BROS INC,02-Central,766122000,2952.00,1035.45,1916.55
CHIZ BROS INC,02-Central,742491700,2929.88,1812.66,1117.22
CHIZ BROS INC,02-Central,733444300,2845.20,570.67,2274.53
CHIZ BROS INC,02-Central,770540000,2719.50,628.60,2090.90
CHIZ BROS INC,02-Central,777902700,2597.49,1141.55,1455.94
CHIZ BROS INC,02-Central,779959183,2585.88,1801.80,784.08
CHIZ BROS INC,02-Central,771120000,2529.60,105.38,2424.22
CHIZ BROS INC,02-Central,751165000,2515.78,1509.46,1006.32
CHIZ BROS INC,02-Central,764482000,2509.20,626.48,1882.72
CHIZ BROS INC,02-Central,779958863,2345.20,1282.68,1062.52
CHIZ BROS INC,02-Central,779952104,2289.15,1030.11,1259.04
CHIZ BROS INC,02-Central,737301000,2287.36,490.72,1796.64
CHIZ BROS INC,02-Central,742548000,2275.00,284.20,1990.80
CHIZ BROS INC,02-Central,793336074,2241.00,1269.57,971.43
CHIZ BROS INC,02-Central,766231000,2100.00,719.90,1380.10
CHIZ BROS INC,02-Central,780760000,2091.60,411.27,1680.33
CHIZ BROS INC,02-Central,779261000,2010.54,560.02,1450.52
CHIZ BROS INC,02-Central,739561000,1960.27,602.39,1357.88
CHIZ BROS INC,02-Central,770300000,1955.25,226.02,1729.23
CHIZ BROS INC,02-Central,779988833,1925.42,859.30,1066.12
CHIZ BROS INC,02-Central,779959180,1829.96,1222.49,607.47
CHIZ BROS INC,02-Central,768141000,1725.00,405.21,1319.79
CHIZ BROS INC,02-Central,770212000,1716.00,468.45,1247.55
CHIZ BROS INC,02-Central,780680000,1671.12,427.81,1243.31
CHIZ BROS INC,02-Central,764761000,1660.00,720.18,939.82
CHIZ BROS INC,02-Central,734861000,1485.40,611.14,874.26
CHIZ BROS INC,02-Central,733721000,1470.00,452.45,1017.55
CHIZ BROS INC,02-Central,771132000,1459.40,71.60,1387.80
CHIZ BROS INC,02-Central,779957171,1414.80,1197.99,216.81
CHIZ BROS INC,02-Central,737211000,1336.39,289.24,1047.15
CHIZ BROS INC,02-Central,770140000,1309.72,138.91,1170.81
CHIZ BROS INC,02-Central,740283502,1302.40,193.64,1108.76
CHIZ BROS INC,02-Central,733464500,1236.00,195.16,1040.84
CHIZ BROS INC,02-Central,770600000,1231.02,271.26,959.76
CHIZ BROS INC,02-Central,764562000,1161.30,257.01,904.29
CHIZ BROS INC,02-Central,777642000,1153.05,360.61,792.44
CHIZ BROS INC,02-Central,754285000,1145.20,498.79,646.41
CHIZ BROS INC,02-Central,781800000,1124.82,596.25,528.57
CHIZ BROS INC,02-Central,733444200,1087.00,181.35,905.65
CHIZ BROS INC,02-Central,739370000,1086.40,967.68,118.72
CHIZ BROS INC,02-Central,763991000,1072.80,275.16,797.64
CHIZ BROS INC,02-Central,780690000,1032.72,254.51,778.21
CHIZ BROS INC,02-Central,770380000,1016.40,183.87,832.53
CHIZ BROS INC,02-Central,754265000,1012.20,465.21,546.99
CHIZ BROS INC,02-Central,738521000,962.72,717.26,245.46
CHIZ BROS INC,02-Central,793346074,924.00,518.98,405.02
CHIZ BROS INC,02-Central,734900000,891.48,343.64,547.84
CHIZ BROS INC,02-Central,734651200,872.65,147.00,725.65
CHIZ BROS INC,02-Central,738401000,828.90,642.24,186.66
CHIZ BROS INC,02-Central,779958864,799.50,529.02,270.48
CHIZ BROS INC,02-Central,734890000,793.73,198.96,594.77
CHIZ BROS INC,02-Central,726020005,745.12,167.16,577.96
CHIZ BROS INC,02-Central,779989944,743.80,678.50,65.30
CHIZ BROS INC,02-Central,779221000,743.66,209.48,534.18
CHIZ BROS INC,02-Central,741620310,732.00,145.82,586.18
CHIZ BROS INC,02-Central,767970010,716.50,5.56,710.94
CHIZ BROS INC,02-Central,792702000,710.00,193.20,516.80
CHIZ BROS INC,02-Central,741640310,708.00,131.71,576.29
CHIZ BROS INC,02-Central,724311200,697.90,154.28,543.62
CHIZ BROS INC,02-Central,734711100,672.21,135.55,536.66
CHIZ BROS INC,02-Central,792650000,656.00,228.70,427.30
CHIZ BROS INC,02-Central,770580000,652.00,169.46,482.54
CHIZ BROS INC,02-Central,793320074,635.00,321.38,313.62
CHIZ BROS INC,02-Central,779959182,623.90,507.37,116.53
CHIZ BROS INC,02-Central,727000440,614.40,121.92,492.48
CHIZ BROS INC,02-Central,770620100,585.00,55.28,529.72
CHIZ BROS INC,02-Central,764762000,577.60,252.56,325.04
CHIZ BROS INC,02-Central,777650000,535.20,285.32,249.88
CHIZ BROS INC,02-Central,777671000,526.40,460.50,65.90
CHIZ BROS INC,02-Central,734830000,525.00,90.82,434.18
CHIZ BROS INC,02-Central,739290000,524.16,215.31,308.85
CHIZ BROS INC,02-Central,741001000,522.73,87.94,434.79
CHIZ BROS INC,02-Central,779989946,496.80,480.90,15.90
CHIZ BROS INC,02-Central,780501000,494.40,232.71,261.69
CHIZ BROS INC,02-Central,779959804,488.25,428.95,59.30
CHIZ BROS INC,02-Central,779989945,472.90,461.70,11.20
CHIZ BROS INC,02-Central,733505300,465.00,77.58,387.42
CHIZ BROS INC,02-Central,740123000,427.14,121.37,305.77
CHIZ BROS INC,02-Central,779959204,407.58,199.73,207.85
CHIZ BROS INC,02-Central,754067000,397.08,125.08,272.00
CHIZ BROS INC,02-Central,734121000,372.00,83.56,288.44
CHIZ BROS INC,02-Central,792654000,341.00,129.68,211.32
CHIZ BROS INC,02-Central,776131000,340.20,252.08,88.12
CHIZ BROS INC,02-Central,779001000,338.94,84.71,254.23
CHIZ BROS INC,02-Central,739541000,311.04,71.62,239.42
CHIZ BROS INC,02-Central,779957933,285.93,216.60,69.33
CHIZ BROS INC,02-Central,779987255,201.60,92.70,108.90
CHIZ BROS INC,02-Central,776101000,131.40,70.80,60.60
CHIZ BROS INC,02-Central,734611100,131.30,26.96,104.34
CHIZ BROS INC,02-Central,780330000,129.45,35.90,93.55
CHIZ BROS INC,02-Central,779181000,69.87,21.45,48.42
CHIZ BROS INC,02-Central,773591000,44.10,13.41,30.69
CHIZ BROS INC,02-Central,779986450,10.80,2.77,8.03
CHRISTY CATALYTICS LLC,02-Central,777904301,259.18,117.47,141.71
CHRISTY CATALYTICS LLC,02-Central,734830000,246.00,44.64,201.36
CHRISTY INDUSTRIAL SERVIC,02-Central,780650000,6874.88,2379.87,4495.01
CHRISTY INDUSTRIAL SERVIC,02-Central,781500000,5951.88,961.64,4990.24
CHRISTY INDUSTRIAL SERVIC,02-Central,754924014,3840.00,2300.72,1539.28
CHRISTY INDUSTRIAL SERVIC,02-Central,718501000,3075.00,808.14,2266.86
CHRISTY INDUSTRIAL SERVIC,02-Central,765661000,2304.00,763.56,1540.44
CHRISTY INDUSTRIAL SERVIC,02-Central,754864023,1724.80,915.78,809.02
CHRISTY INDUSTRIAL SERVIC,02-Central,754327000,1020.96,416.10,604.86
CHRISTY INDUSTRIAL SERVIC,02-Central,754864020,915.60,392.48,523.12
CHRISTY INDUSTRIAL SERVIC,02-Central,739761100,853.92,361.97,491.95
CHRISTY REFRACTORIES CO,02-Central,768242007,194216.00,75633.28,118582.72
CHRISTY REFRACTORIES CO,02-Central,766261020,160372.00,93950.99,66421.01
CHRISTY REFRACTORIES CO,02-Central,734990000,58344.00,10782.04,47561.96
CHRISTY REFRACTORIES CO,02-Central,764529600,48400.00,20108.26,28291.74
CHRISTY REFRACTORIES CO,02-Central,733505300,47145.00,8132.54,39012.46
CHRISTY REFRACTORIES CO,02-Central,733721000,12121.20,2966.63,9154.57
CHRISTY REFRACTORIES CO,02-Central,740382150,9979.56,4150.89,5828.67
CHRISTY REFRACTORIES CO,02-Central,737912200,9197.00,3440.23,5756.77
CHRISTY REFRACTORIES CO,02-Central,770570000,5444.85,477.03,4967.82
CHRISTY REFRACTORIES CO,02-Central,734151100,4714.82,992.12,3722.70
CHRISTY REFRACTORIES CO,02-Central,770220000,4458.00,414.56,4043.44
CHRISTY REFRACTORIES CO,02-Central,734173000,4295.00,1169.08,3125.92
CHRISTY REFRACTORIES CO,02-Central,768132210,3800.00,1318.32,2481.68
CHRISTY REFRACTORIES CO,02-Central,733444200,3621.00,589.72,3031.28
CHRISTY REFRACTORIES CO,02-Central,735602000,2990.00,966.66,2023.34
CHRISTY REFRACTORIES CO,02-Central,764342000,2736.00,2246.52,489.48
CHRISTY REFRACTORIES CO,02-Central,733383000,2688.40,456.38,2232.02
CHRISTY REFRACTORIES CO,02-Central,770240000,2685.00,278.62,2406.38
CHRISTY REFRACTORIES CO,02-Central,770260000,2025.00,210.99,1814.01
CHRISTY REFRACTORIES CO,02-Central,770200000,1998.00,208.81,1789.19
CHRISTY REFRACTORIES CO,02-Central,740382101,1882.44,758.49,1123.95
CHRISTY REFRACTORIES CO,02-Central,734162000,1333.64,563.87,769.77
CHRISTY REFRACTORIES CO,02-Central,770245000,1146.79,259.92,886.87
CHRISTY REFRACTORIES CO,02-Central,774401000,1075.50,339.36,736.14
CHRISTY REFRACTORIES CO,02-Central,733211000,753.90,159.61,594.29
CHRISTY REFRACTORIES CO,02-Central,770300000,668.25,75.34,592.91
CHRISTY REFRACTORIES CO,02-Central,733151600,621.20,106.23,514.97
CHRISTY REFRACTORIES CO,02-Central,774311000,621.00,377.43,243.57
CHRISTY REFRACTORIES CO,02-Central,733211050,478.60,99.39,379.21
CHRISTY REFRACTORIES CO,02-Central,733141300,324.00,69.73,254.27
CHRISTY REFRACTORIES CO,02-Central,737902100,287.00,67.12,219.88
CHRISTY REFRACTORIES CO,02-Central,770210000,285.00,31.52,253.48
CHRISTY REFRACTORIES CO,02-Central,734751200,269.00,74.78,194.22
CHRISTY REFRACTORIES CO,02-Central,734711100,262.58,54.10,208.48
CHRISTY REFRACTORIES CO,02-Central,764482000,172.80,34.10,138.70
CLEMSON UNIVERSITY,02-Central,788200010,200.43,35.27,165.16
COLUMBUS RUBBER & GASKET,02-Central,733211000,1391.00,147.98,1243.02
COMPOSITE USA,02-Central,733510000,565.00,79.51,485.49
COMPOSITE USA,02-Central,734211200,243.46,23.38,220.08
CONDO ELECTRIC INDUSTRIAL,02-Central,733141300,496.00,69.73,426.27
CONDO ELECTRIC INDUSTRIAL,02-Central,733151600,450.00,46.64,403.36
CONSOLIDATED METAL PRODUC,02-Central,740361701,579.60,318.65,260.95
CONSUTECH SYSTEMS LLC,02-Central,777642000,7665.00,2302.55,5362.45
CORE PIPE,02-Central,724261200,786.00,78.20,707.80
CORMETECH INC,02-Central,770200000,630.00,40.79,589.21
CORVID TECHNOLOGIES,02-Central,777642000,143.00,50.36,92.64
"CPP - CLEVELAND, INC.",02-Central,764781000,22243.00,5719.18,16523.82
"CPP - CLEVELAND, INC.",02-Central,764461006,15028.00,4749.30,10278.70
CREATIVE ENGINEERS,02-Central,764901000,1275.75,48.42,1227.33
CROWN BATTERY MFG. CO.,02-Central,733151500,1372.00,149.49,1222.51
CYTEC,02-Central,723960000,98698.50,27780.73,70917.77
CYTEC,02-Central,734000008,1701.00,362.77,1338.23
CYTEC,02-Central,720219100,1339.20,39.99,1299.21
CYTEC,02-Central,734000006,1182.00,159.44,1022.56
DANSER INC,02-Central,727000140,207544.56,88726.90,118817.66
DANSER INC,02-Central,763991000,177678.80,123197.80,54481.00
DANSER INC,02-Central,734910000,41998.80,11524.33,30474.47
DANSER INC,02-Central,734830000,11152.00,1517.88,9634.12
DANSER INC,02-Central,734311100,1028.64,101.11,927.53
DANSER INC,02-Central,770220000,690.00,55.79,634.21
DANSER INC,02-Central,770200000,486.00,42.41,443.59
DARK CORNER GLASS,02-Central,737321000,1551.04,214.14,1336.90
DATA CENTER RESOURCES LLC,02-Central,735751000,2002.00,621.86,1380.14
DATA CENTER RESOURCES LLC,02-Central,735751020,704.00,260.73,443.27
DAVIS SALES AGENCY,02-Central,738561000,10529.92,3930.10,6599.82
DEAS CONSTRUCTION,02-Central,739741100,385.60,168.32,217.28
DECATUR RUBBER & GASKET,02-Central,770510000,940.00,41.39,898.61
DECATUR RUBBER & GASKET,02-Central,770200000,666.00,42.41,623.59
DECATUR RUBBER & GASKET,02-Central,733444200,332.00,34.69,297.31
DELTA REFRACTORIES,02-Central,766121000,20000.00,10899.52,9100.48
DELTA REFRACTORIES,02-Central,734950000,4540.00,1131.28,3408.72
DELTA REFRACTORIES,02-Central,764821000,4260.00,1842.95,2417.05
DELTA REFRACTORIES,02-Central,764901000,2712.00,516.60,2195.40
DELTA REFRACTORIES,02-Central,766081010,1320.00,545.48,774.52
DELTA REFRACTORIES,02-Central,740402402,815.00,193.66,621.34
DELTA REFRACTORIES,02-Central,734851000,380.23,91.40,288.83
DELTA REFRACTORIES,02-Central,733141300,336.00,77.97,258.03
DELTA REFRACTORIES,02-Central,733151600,324.00,53.12,270.88
DENTSPLY CERAMCO,02-Central,734311100,2800.24,329.75,2470.49
DENTSPLY CERAMCO,02-Central,734211200,1344.00,137.04,1206.96
DIAMOND POWER INT'L. INC.,02-Central,727000140,3241.60,284.13,2957.47
DIELECTRIC SOLUTIONS LLC,02-Central,733403100,1107.25,92.79,1014.46
DILLON SUPPLY COMPANY,02-Central,770290000,2938.50,238.94,2699.56
DILLON SUPPLY,02-Central,770290000,3918.00,318.58,3599.42
DISTRIBUTION INT'L.,02-Central,735602000,384858.40,133532.97,251325.43
DISTRIBUTION INT'L.,02-Central,735602110,163798.40,61559.86,102238.54
DISTRIBUTION INT'L.,02-Central,764521030,114990.00,66784.69,48205.31
DISTRIBUTION INT'L.,02-Central,764521000,75605.00,28435.38,47169.62
DISTRIBUTION INT'L.,02-Central,764522000,26152.00,9225.83,16926.17
DISTRIBUTION INT'L.,02-Central,768111200,17712.00,6791.47,10920.53
DISTRIBUTION INT'L.,02-Central,735750000,17623.20,7140.05,10483.15
DISTRIBUTION INT'L.,02-Central,768111220,17064.00,8544.70,8519.30
DISTRIBUTION INT'L.,02-Central,764906000,6336.00,2330.33,4005.67
DISTRIBUTION INT'L.,02-Central,734830000,4554.40,768.14,3786.26
DISTRIBUTION INT'L.,02-Central,735752000,2662.40,1031.04,1631.36
DISTRIBUTION INT'L.,02-Central,739561100,2338.56,799.66,1538.90
DISTRIBUTION INT'L.,02-Central,733211050,2035.60,621.21,1414.39
DISTRIBUTION INT'L.,02-Central,733511000,1550.00,1504.42,45.58
DISTRIBUTION INT'L.,02-Central,764601000,1224.00,425.15,798.85
DISTRIBUTION INT'L.,02-Central,733725500,1152.00,589.40,562.60
DISTRIBUTION INT'L.,02-Central,764602000,954.60,317.96,636.64
DISTRIBUTION INT'L.,02-Central,734151100,832.20,186.90,645.30
DISTRIBUTION INT'L.,02-Central,735602010,812.50,470.93,341.57
DISTRIBUTION INT'L.,02-Central,733671000,485.86,112.55,373.31
DISTRIBUTION INT'L.,02-Central,739741100,436.99,336.64,100.35
DISTRIBUTION INT'L.,02-Central,739370000,388.22,276.48,111.74
DISTRIBUTION INT'L.,02-Central,777601000,287.95,58.80,229.15
DISTRIBUTION INT'L.,02-Central,770220000,258.60,27.35,231.25
DISTRIBUTION INT'L.,02-Central,733211000,201.00,53.20,147.80
DISTRIBUTION INT'L.,02-Central,764901000,183.00,64.06,118.94
DISTRIBUTION INT'L.,02-Central,734900000,171.60,57.54,114.06
DISTRIBUTION INT'L.,02-Central,768231000,165.30,53.93,111.37
DIVERSIFIED INSULATION,02-Central,735602000,48384.00,16461.45,31922.55
DIVERSIFIED INSULATION,02-Central,768241000,44998.00,12500.72,32497.28
DIVERSIFIED INSULATION,02-Central,768231000,24155.00,6627.45,17527.55
DIVERSIFIED INSULATION,02-Central,768750000,1394.40,149.20,1245.20
DIVERSIFIED INSULATION,02-Central,735602110,840.00,262.52,577.48
DIVERSIFIED INSULATION,02-Central,764901073,140.50,72.90,67.60
DOMTAR A.W. LLC,02-Central,733525500,1460.00,140.79,1319.21
DOUGLAS MACHINES CORP.,02-Central,733211050,3740.00,422.43,3317.57
DUMORE ENTERPRISES LTD,02-Central,733211000,912.00,94.78,817.22
DURR SYSTEMS INC.,02-Central,777904301,18130.00,8222.73,9907.27
DURR SYSTEMS INC.,02-Central,784140000,8866.20,4100.52,4765.68
DURR SYSTEMS INC.,02-Central,780250000,7309.76,3710.82,3598.94
DURR SYSTEMS INC.,02-Central,779959184,1791.60,807.62,983.98
DURR SYSTEMS INC.,02-Central,764821000,1375.00,344.42,1030.58
DURR SYSTEMS INC.,02-Central,780501000,232.68,116.36,116.32
DURR SYSTEMS INC.,02-Central,779956599,35.80,28.66,7.14
DeANGELO,02-Central,770200000,4284.00,296.89,3987.11
E I DUPONT DE NEMOURS &,02-Central,724071900,12620.65,1776.07,10844.58
E I DUPONT DE NEMOURS &,02-Central,733505100,1600.00,180.18,1419.82
E TIP INC.,02-Central,733211000,456.00,47.39,408.61
E.I.DUPONT DE NEMOURS&CO,02-Central,724071900,8714.15,1172.75,7541.40
E.I.DUPONT DE NEMOURS&CO,02-Central,733505100,2295.00,247.77,2047.23
E.I.DUPONT DE NEMOURS&CO,02-Central,733464500,298.00,29.52,268.48
E.K.S. PARTS INC.,02-Central,734900000,48688.00,2269.62,46418.38
E.K.S. PARTS INC.,02-Central,734311100,9173.60,2022.18,7151.42
EAST COAST METAL,02-Central,735602000,23626.00,5878.31,17747.69
"EB AIRFOILS, LLC",02-Central,739641100,926.64,274.86,651.78
"EB AIRFOILS, LLC",02-Central,764342000,859.00,46.80,812.20
EBERBACH CORP,02-Central,764821000,430.00,15.36,414.64
EBNER FURNACES INC,02-Central,777902700,34306.86,15546.90,18759.96
ECONOMY DIE & GASKET,02-Central,733464400,4382.00,607.18,3774.82
ECONOMY DIE & GASKET,02-Central,733444100,1028.00,244.86,783.14
ECONOMY DIE & GASKET,02-Central,733423600,371.20,45.08,326.12
EDEN PARK ILLUMINATION,02-Central,739390000,2103.36,494.59,1608.77
EFFICIENT MACHINE PRODUCT,02-Central,740382101,2635.20,845.57,1789.63
EISENMANN CORPORATION,02-Central,779952186,202744.08,154554.19,48189.89
EISENMANN CORPORATION,02-Central,779952185,53820.00,34419.86,19400.14
EISENMANN CORPORATION,02-Central,764822000,30212.00,11564.35,18647.65
EISENMANN CORPORATION,02-Central,777642000,5994.00,2719.44,3274.56
EISENMANN CORPORATION,02-Central,764901000,3900.00,1921.71,1978.29
EISENMANN CORPORATION,02-Central,739781100,2820.48,1142.52,1677.96
EISENMANN CORPORATION,02-Central,739390000,2785.92,1941.12,844.80
EISENMANN CORPORATION,02-Central,779958696,1027.20,699.73,327.47
EISENMANN CORPORATION,02-Central,764561000,810.00,221.77,588.23
EISENMANN CORPORATION,02-Central,789180000,693.80,231.56,462.24
EISENMANN CORPORATION,02-Central,764601000,688.00,212.58,475.42
EISENMANN CORPORATION,02-Central,734611100,618.24,217.44,400.80
EISENMANN CORPORATION,02-Central,773450100,496.80,120.66,376.14
EISENMANN CORPORATION,02-Central,764521000,456.50,146.27,310.23
EISENMANN CORPORATION,02-Central,739451000,419.84,232.07,187.77
EISENMANN CORPORATION,02-Central,779985087,165.60,62.88,102.72
EISENMANN CORPORATION,02-Central,780190000,129.24,112.37,16.87
EISENMANN CORPORATION,02-Central,771910510,124.80,42.96,81.84
EISENMANN CORPORATION,02-Central,773450200,83.20,160.40,-77.20
ELECTRO-FERRO CENTROL SAC,02-Central,733464600,5512.00,814.17,4697.83
ELECTROCHEMICAL SYSTEMS,02-Central,738401000,655.20,140.69,514.51
EMPIRE COMFORT SYSTEM,02-Central,726020019,94264.00,52499.09,41764.91
EMPIRE COMFORT SYSTEM,02-Central,726020018,15045.00,7749.80,7295.20
EMPIRE COMFORT SYSTEM,02-Central,738601000,6308.16,4890.12,1418.04
EMPIRE COMFORT SYSTEM,02-Central,777601000,639.18,130.82,508.36
EMPIRE COMFORT SYSTEM,02-Central,777642000,281.00,82.04,198.96
EMPIRE COMFORT SYSTEM,02-Central,734900000,134.60,38.36,96.24
ENGINEERED PRODUCTS CO.,02-Central,735602000,27390.00,8573.85,18816.15
ENGINEERED PRODUCTS CO.,02-Central,764821000,1900.00,626.21,1273.79
ENGINETICS AEROSPACE,02-Central,740283502,1680.80,220.35,1460.45
ENGINETICS AEROSPACE,02-Central,733525400,1505.00,148.27,1356.73
ENGINETICS AEROSPACE,02-Central,733444200,696.00,77.28,618.72
ENSER CORPORATION,02-Central,740382201,4460.00,1202.06,3257.94
ENSER CORPORATION,02-Central,740402402,3172.50,628.36,2544.14
ENVIRACARBON,02-Central,734900000,431.60,76.72,354.88
ENVIRONEX INC,02-Central,764342000,893.00,45.78,847.22
ENVIRONEX INC,02-Central,764301000,670.00,37.11,632.89
"ENVIRONMENTAL SERVICES,",02-Central,770560000,3306.00,258.27,3047.73
ERICO INTERNATIONAL CORP.,02-Central,770218000,23760.00,3172.23,20587.77
ERIKS MIDWEST INC.,02-Central,733211000,935.00,100.59,834.41
ESCO TURBINE TECHNOLOGIES,02-Central,764781000,75408.00,20410.65,54997.35
ESCO TURBINE TECHNOLOGIES,02-Central,764461006,61591.00,19661.20,41929.80
ESSEX GROUP,02-Central,733211000,1188.00,201.19,986.81
ESSEX GROUP,02-Central,739741100,856.96,336.64,520.32
ESTERLINE,02-Central,739781100,18046.40,7071.70,10974.70
ESTERLINE,02-Central,739741100,5075.20,1784.80,3290.40
ESTERLINE,02-Central,739561200,2439.68,455.68,1984.00
ESTERLINE,02-Central,739561000,492.48,86.19,406.29
ESTERLINE,02-Central,793000000,393.60,22.98,370.62
ESTES REFRACTORY SALES &,02-Central,770560000,5988.00,358.02,5629.98
ESTES REFRACTORY SALES &,02-Central,764901000,2350.00,640.57,1709.43
ESTES REFRACTORY SALES &,02-Central,733464500,524.00,130.10,393.90
ETS SCHAEFER,02-Central,766121132,915895.60,529020.31,386875.29
ETS SCHAEFER,02-Central,766121133,350513.60,172031.13,178482.47
ETS SCHAEFER,02-Central,764521100,322646.00,153946.03,168699.97
ETS SCHAEFER,02-Central,733151500,296345.20,50672.96,245672.24
ETS SCHAEFER,02-Central,764827010,233397.00,99022.13,134374.87
ETS SCHAEFER,02-Central,768221010,187937.00,76930.97,111006.03
ETS SCHAEFER,02-Central,764903100,94403.25,41678.95,52724.30
ETS SCHAEFER,02-Central,765665100,79582.00,32508.68,47073.32
ETS SCHAEFER,02-Central,764261100,79452.80,49608.54,29844.26
ETS SCHAEFER,02-Central,764462510,61018.80,39665.25,21353.55
ETS SCHAEFER,02-Central,764785100,44280.00,24541.31,19738.69
ETS SCHAEFER,02-Central,764265110,42515.42,23941.95,18573.47
ETS SCHAEFER,02-Central,764264052,34132.00,23787.58,10344.42
ETS SCHAEFER,02-Central,770230000,31094.70,3326.38,27768.32
ETS SCHAEFER,02-Central,764901054,30766.70,13551.74,17214.96
ETS SCHAEFER,02-Central,766121007,28680.00,16932.71,11747.29
ETS SCHAEFER,02-Central,737912200,23532.51,5005.35,18527.16
ETS SCHAEFER,02-Central,764824002,22558.40,9782.96,12775.44
ETS SCHAEFER,02-Central,764828710,21196.80,8089.04,13107.76
ETS SCHAEFER,02-Central,764829200,19960.00,8532.40,11427.60
ETS SCHAEFER,02-Central,764345053,17016.80,11141.62,5875.18
ETS SCHAEFER,02-Central,793540000,14553.00,4417.06,10135.94
ETS SCHAEFER,02-Central,764266501,14254.40,8022.87,6231.53
ETS SCHAEFER,02-Central,733464500,14049.00,2156.60,11892.40
ETS SCHAEFER,02-Central,766122006,13365.00,7737.95,5627.05
ETS SCHAEFER,02-Central,764762200,12963.60,7341.68,5621.92
ETS SCHAEFER,02-Central,734900000,12038.80,4668.56,7370.24
ETS SCHAEFER,02-Central,734851000,11342.90,2421.37,8921.53
ETS SCHAEFER,02-Central,764787102,10612.80,5963.94,4648.86
ETS SCHAEFER,02-Central,766121612,10332.00,6437.90,3894.10
ETS SCHAEFER,02-Central,764902010,8952.00,3633.52,5318.48
ETS SCHAEFER,02-Central,764261610,8578.98,4921.19,3657.79
ETS SCHAEFER,02-Central,777601000,8379.56,2237.08,6142.48
ETS SCHAEFER,02-Central,733211050,8100.90,1745.61,6355.29
ETS SCHAEFER,02-Central,733211000,7084.50,1444.03,5640.47
ETS SCHAEFER,02-Central,766122000,6265.00,4026.70,2238.30
ETS SCHAEFER,02-Central,764561200,6235.00,3326.93,2908.07
ETS SCHAEFER,02-Central,764483200,5983.20,3936.67,2046.53
ETS SCHAEFER,02-Central,764601051,5482.50,3067.08,2415.42
ETS SCHAEFER,02-Central,764821000,5222.00,2191.72,3030.28
ETS SCHAEFER,02-Central,734910000,4901.65,1155.73,3745.92
ETS SCHAEFER,02-Central,764862000,4648.35,2150.54,2497.81
ETS SCHAEFER,02-Central,764261600,4377.60,2413.56,1964.04
ETS SCHAEFER,02-Central,768221000,4272.10,1731.20,2540.90
ETS SCHAEFER,02-Central,764465010,3645.60,2400.30,1245.30
ETS SCHAEFER,02-Central,766162000,2918.35,2146.00,772.35
ETS SCHAEFER,02-Central,764864006,2236.00,1069.62,1166.38
ETS SCHAEFER,02-Central,766161100,1822.00,1050.23,771.77
ETS SCHAEFER,02-Central,764762000,1702.40,969.38,733.02
ETS SCHAEFER,02-Central,733525600,1417.50,207.59,1209.91
ETS SCHAEFER,02-Central,766081010,1207.00,918.70,288.30
ETS SCHAEFER,02-Central,764341000,1147.20,767.58,379.62
ETS SCHAEFER,02-Central,793330000,1050.00,312.16,737.84
ETS SCHAEFER,02-Central,734890000,833.42,207.69,625.73
ETS SCHAEFER,02-Central,764561000,631.50,332.66,298.84
ETS SCHAEFER,02-Central,770210000,544.00,60.63,483.37
ETS SCHAEFER,02-Central,764861000,447.20,207.82,239.38
ETS SCHAEFER,02-Central,768222000,350.80,136.62,214.18
ETS SCHAEFER,02-Central,792760000,228.63,58.31,170.32
ETS SCHAEFER,02-Central,734990000,149.72,27.65,122.07
ETS SCHAEFER,02-Central,768211000,116.50,23.39,93.11
